Received data = , name = , count = 15
Received data = , name = oncebut, count = 2
Received data = , name = intervals, count = 3
Received data = , name = intervened, count = 1
Received data = , name = idpg224, count = 1
Received data = , name = resslichs, count = 4
Received data = , name = oncetwiceto, count = 1
Received data = , name = interviews, count = 4
Received data = , name = restaurants, count = 1
Received data = , name = idpg228, count = 1
Received data = , name = illmade, count = 1
Received data = , name = illogical, count = 3
Received data = , name = ills, count = 1
Received data = , name = intimately, count = 2
Received data = , name = illuminated, count = 6
Received data = , name = unformed, count = 2
Received data = , name = resting, count = 4
Received data = , name = illuminati, count = 1
Received data = , name = intimidated, count = 1
Received data = , name = oneeven, count = 1
Received data = , name = illuminations, count = 1
Received data = , name = oneone, count = 1
Received data = , name = wept, count = 2
Received data = , name = idpg233, count = 1
Received data = , name = ilyins, count = 1
Received data = , name = ilynich, count = 2
Received data = , name = oneself, count = 4
Received data = , name = restore, count = 6
Received data = , name = intolerant, count = 1
Received data = , name = restored, count = 3
Received data = , name = uniform, count = 4
Received data = , name = idpg237, count = 1
Received data = , name = restrain, count = 14
Received data = , name = intoxicated, count = 5
Received data = , name = unintentional, count = 1
Received data = , name = onlaughing, count = 1
Received data = , name = wet, count = 12
Received data = , name = wettest, count = 1
Received data = , name = restraint, count = 1
Received data = , name = idpg242, count = 1
Received data = , name = wharves, count = 1
Received data = , name = what, count = 482
Received data = , name = intriguing, count = 1
Received data = , name = whatd, count = 1
Received data = , name = idpg246, count = 1
Received data = , name = openheartedness, count = 1
Received data = , name = unkempt, count = 1
Received data = , name = opening, count = 6
Received data = , name = unknown, count = 5
Received data = , name = imagination, count = 36
Received data = , name = whatsoever, count = 2
Received data = , name = openmouthed, count = 2
Received data = , name = retained, count = 2
Received data = , name = imbibe, count = 1
Received data = , name = imbibed, count = 1
Received data = , name = idpg251, count = 1
Received data = , name = wheatsheaf, count = 1
Received data = , name = imitates, count = 1
Received data = , name = unlike, count = 3
Received data = , name = imitators, count = 1
Received data = , name = intruding, count = 1
Received data = , name = retiring, count = 2
Received data = , name = unlock, count = 1
Received data = , name = retort, count = 3
Received data = , name = opinion, count = 59
Received data = , name = idpg255, count = 1
Received data = , name = wheels, count = 3
Received data = , name = unluckily, count = 1
Received data = , name = whenever, count = 2
Received data = , name = idpg259, count = 1
Received data = , name = retreated, count = 2
Received data = , name = idpg260, count = 1
Received data = , name = whenwhen, count = 1
Received data = , name = unmistakable, count = 2
Received data = , name = opportune, count = 1
Received data = , name = return, count = 25
Received data = , name = unmistakably, count = 1
Received data = , name = idpg264, count = 1
Received data = , name = immediately, count = 130
Received data = , name = reuse, count = 2
Received data = , name = invent, count = 5
Received data = , name = unnecessary, count = 1
Received data = , name = idpg268, count = 1
Received data = , name = wherever, count = 1
Received data = , name = oppositeall, count = 1
Received data = , name = immovable, count = 1
Received data = , name = revealed, count = 1
Received data = , name = immovably, count = 1
Received data = , name = immutable, count = 3
Received data = , name = immutably, count = 2
Received data = , name = opposition, count = 3
Received data = , name = revellers, count = 1
Received data = , name = impassabletheres, count = 1
Received data = , name = impassioned, count = 2
Received data = , name = whet, count = 1
Received data = , name = revenge, count = 2
Received data = , name = unpleasantness, count = 1
Received data = , name = idpg273, count = 1
Received data = , name = orange, count = 1
Received data = , name = reverently, count = 2
Received data = , name = oratorical, count = 1
Received data = , name = idpg277, count = 1
Received data = , name = orbut, count = 1
Received data = , name = reviendra, count = 1
Received data = , name = invitations, count = 2
Received data = , name = unsettled, count = 1
Received data = , name = unshaven, count = 3
Received data = , name = reviling, count = 1
Received data = , name = order, count = 92
Received data = , name = idpg282, count = 1
Received data = , name = whining, count = 1
Received data = , name = inviting, count = 1
Received data = , name = orderliesand, count = 1
Received data = , name = whip, count = 8
Received data = , name = revolt, count = 2
Received data = , name = impatiently, count = 11
Received data = , name = impeded, count = 1
Received data = , name = involuntarily, count = 12
Received data = , name = ordinary, count = 18
Received data = , name = impelled, count = 3
Received data = , name = idpg286, count = 1
Received data = , name = impenetrable, count = 4
Received data = , name = impetuosity, count = 3
Received data = , name = whiskers, count = 1
Received data = , name = impetuously, count = 6
Received data = , name = involving, count = 1
Received data = , name = until, count = 3
Received data = , name = organizedi, count = 1
Received data = , name = idpg291, count = 1
Received data = , name = whispering, count = 2
Received data = , name = organizers, count = 1
Received data = , name = rhymes, count = 1
Received data = , name = iodine, count = 2
Received data = , name = untroubled, count = 2
Received data = , name = whistle, count = 2
Received data = , name = origin, count = 5
Received data = , name = whistled, count = 2
Received data = , name = ribs, count = 2
Received data = , name = idpg295, count = 1
Received data = , name = irascibility, count = 1
Received data = , name = whites, count = 1
Received data = , name = whitewash, count = 1
Received data = , name = idpg299, count = 1
Received data = , name = riddle, count = 1
Received data = , name = idpg301, count = 1
Received data = , name = unworthy, count = 1
Received data = , name = orphan, count = 7
Received data = , name = iron, count = 13
Received data = , name = unyielding, count = 1
Received data = , name = implicitly, count = 2
Received data = , name = implied, count = 4
Received data = , name = implore, count = 2
Received data = , name = implored, count = 6
Received data = , name = whoever, count = 5
Received data = , name = idpg305, count = 1
Received data = , name = impolitely, count = 1
Received data = , name = impoliteness, count = 1
Received data = , name = importunity, count = 1
Received data = , name = upan, count = 1
Received data = , name = ostensibly, count = 1
Received data = , name = imposes, count = 1
Received data = , name = idpg309, count = 1
Received data = , name = idpg310, count = 1
Received data = , name = upper, count = 6
Received data = , name = idpg314, count = 1
Received data = , name = irrelevant, count = 2
Received data = , name = rightso, count = 1
Received data = , name = upsets, count = 1
Received data = , name = idpg318, count = 1
Received data = , name = why, count = 97
Received data = , name = ou, count = 1
Received data = , name = whyd, count = 1
Received data = , name = impostors, count = 1
Received data = , name = whywhy, count = 1
Received data = , name = imposture, count = 1
Received data = , name = rim, count = 1
Received data = , name = impotence, count = 4
Received data = , name = impotenceapart, count = 1
Received data = , name = idpg323, count = 1
Received data = , name = impotent, count = 1
Received data = , name = impracticable, count = 1
Received data = , name = wi, count = 2
Received data = , name = ring, count = 15
Received data = , name = impressed, count = 8
Received data = , name = impressions, count = 13
Received data = , name = impressively, count = 2
Received data = , name = us, count = 145
Received data = , name = irrigation, count = 7
Received data = , name = ourselves, count = 11
Received data = , name = ringleaders, count = 1
Received data = , name = idpg327, count = 1
Received data = , name = irritability, count = 8
Received data = , name = out, count = 682
Received data = , name = useful, count = 2
Received data = , name = ringsyou, count = 1
Received data = , name = useless, count = 9
Received data = , name = outburst, count = 6
Received data = , name = irritate, count = 1
Received data = , name = irritated, count = 18
Received data = , name = idpg332, count = 1
Received data = , name = uses, count = 1
Received data = , name = outcome, count = 2
Received data = , name = widest, count = 2
Received data = , name = rising, count = 8
Received data = , name = idpg336, count = 1
Received data = , name = width, count = 3
Received data = , name = ustinyushka, count = 1
Received data = , name = outflow, count = 1
Received data = , name = is, count = 1439
Received data = , name = rite, count = 1
Received data = , name = outline, count = 1
Received data = , name = wifeat, count = 1
Received data = , name = river, count = 7
Received data = , name = outlived, count = 1
Received data = , name = idpg341, count = 1
Received data = , name = impropriety, count = 2
Received data = , name = utmost, count = 16
Received data = , name = wild, count = 6
Received data = , name = utter, count = 8
Received data = , name = imprudent, count = 1
Received data = , name = wilderness, count = 2
Received data = , name = roar, count = 2
Received data = , name = impute, count = 1
Received data = , name = imputed, count = 1
Received data = , name = idpg345, count = 1
Received data = , name = will, count = 315
Received data = , name = outshe, count = 1
Received data = , name = idpg349, count = 1
Received data = , name = robber, count = 1
Received data = , name = idpg350, count = 1
Received data = , name = vague, count = 5
Received data = , name = outspoken, count = 1
Received data = , name = willofthewisps, count = 1
Received data = , name = issues, count = 1
Received data = , name = idpg354, count = 1
Received data = , name = valiantly, count = 1
Received data = , name = outwe, count = 1
Received data = , name = outwithout, count = 1
Received data = , name = idpg358, count = 1
Received data = , name = oven, count = 1
Received data = , name = over, count = 270
Received data = , name = inactivity, count = 4
Received data = , name = inadequacy, count = 1
Received data = , name = inalienable, count = 1
Received data = , name = inapplicable, count = 1
Received data = , name = inapt, count = 1
Received data = , name = overcome, count = 7
Received data = , name = idpg363, count = 1
Received data = , name = inattentively, count = 1
Received data = , name = rolls, count = 1
Received data = , name = overestimated, count = 1
Received data = , name = winding, count = 3
Received data = , name = variations, count = 1
Received data = , name = overflow, count = 2
Received data = , name = romanovnas, count = 6
Received data = , name = idpg367, count = 1
Received data = , name = variety, count = 2
Received data = , name = window, count = 28
Received data = , name = overheard, count = 4
Received data = , name = idpg372, count = 1
Received data = , name = windowseats, count = 1
Received data = , name = itin, count = 1
Received data = , name = vasya, count = 314
Received data = , name = rooms, count = 40
Received data = , name = vasyacome, count = 1
Received data = , name = idpg376, count = 1
Received data = , name = root, count = 1
Received data = , name = overslept, count = 1
Received data = , name = vasyawhat, count = 1
Received data = , name = overstep, count = 1
Received data = , name = vaudevilles, count = 1
Received data = , name = wings, count = 5
Received data = , name = veal, count = 1
Received data = , name = incessant, count = 12
Received data = , name = overthrow, count = 2
Received data = , name = veil, count = 3
Received data = , name = incidentally, count = 1
Received data = , name = idpg381, count = 1
Received data = , name = incited, count = 3
Received data = , name = incitement, count = 1
Received data = , name = inclination, count = 5
Received data = , name = venerable, count = 2
Received data = , name = roses, count = 2
Received data = , name = vengeance, count = 4
Received data = , name = include, count = 3
Received data = , name = included, count = 11
Received data = , name = itplop, count = 1
Received data = , name = its, count = 813
Received data = , name = idpg385, count = 1
Received data = , name = overwrought, count = 1
Received data = , name = rotten, count = 1
Received data = , name = itsuppose, count = 1
Received data = , name = roubles, count = 94
Received data = , name = idpg389, count = 1
Received data = , name = venturedand, count = 1
Received data = , name = owing, count = 11
Received data = , name = idpg390, count = 1
Received data = , name = own, count = 246
Received data = , name = itto, count = 1
Received data = , name = wise, count = 11
Received data = , name = round, count = 116
Received data = , name = itwhether, count = 1
Received data = , name = idpg394, count = 1
Received data = , name = roundas, count = 1
Received data = , name = incoherently, count = 3
Received data = , name = vernon, count = 1
Received data = , name = incommensurable, count = 2
Received data = , name = ityour, count = 1
Received data = , name = verses, count = 1
Received data = , name = incomplete, count = 2
Received data = , name = wishalways, count = 1
Received data = , name = idpg398, count = 1
Received data = , name = incomprehensiblethe, count = 1
Received data = , name = oxlike, count = 1
Received data = , name = incongruous, count = 2
Received data = , name = wished, count = 14
Received data = , name = inconsequent, count = 1
Received data = , name = p, count = 10
Received data = , name = idpg400, count = 1
Received data = , name = inconvenience, count = 3
Received data = , name = row, count = 4
Received data = , name = paces, count = 12
Received data = , name = royalties, count = 2
Received data = , name = vexatious, count = 5
Received data = , name = idpg404, count = 1
Received data = , name = royalty, count = 3
Received data = , name = vexed, count = 11
Received data = , name = pacify, count = 1
Received data = , name = wit, count = 5
Received data = , name = rubbed, count = 4
Received data = , name = ivanovstraussrenan, count = 1
Received data = , name = idpg408, count = 1
Received data = , name = packed, count = 6
Received data = , name = ive, count = 183
Received data = , name = packet, count = 22
Received data = , name = rubbishly, count = 1
Received data = , name = with, count = 1002
Received data = , name = ivy, count = 1
Received data = , name = rude, count = 9
Received data = , name = victim, count = 2
Received data = , name = pageand, count = 1
Received data = , name = idpg413, count = 1
Received data = , name = pageant, count = 1
Received data = , name = victory, count = 3
Received data = , name = inconvenient, count = 4
Received data = , name = withdrawing, count = 1
Received data = , name = pages, count = 7
Received data = , name = increasingly, count = 2
Received data = , name = viewed, count = 1
Received data = , name = idpg417, count = 1
Received data = , name = incurred, count = 2
Received data = , name = withdrawn, count = 2
Received data = , name = pain, count = 13
Received data = , name = ruffled, count = 1
Received data = , name = jai, count = 1
Received data = , name = indefinitea, count = 1
Received data = , name = indefinitely, count = 1
Received data = , name = indefiniteness, count = 1
Received data = , name = painfully, count = 13
Received data = , name = jam, count = 14
Received data = , name = idpg422, count = 1
Received data = , name = vigour, count = 1
Received data = , name = paint, count = 2
Received data = , name = ruining, count = 1
Received data = , name = james, count = 1
Received data = , name = vii, count = 2
Received data = , name = paintbrushes, count = 1
Received data = , name = rule, count = 4
Received data = , name = vile, count = 1
Received data = , name = idpg426, count = 1
Received data = , name = without, count = 98
Received data = , name = withstanding, count = 1
Received data = , name = rum, count = 2
Received data = , name = vilenessoh, count = 1
Received data = , name = jarred, count = 5
Received data = , name = villa, count = 5
Received data = , name = pair, count = 8
Received data = , name = jauntily, count = 5
Received data = , name = village, count = 7
Received data = , name = idpg431, count = 1
Received data = , name = rung, count = 2
Received data = , name = villainy, count = 2
Received data = , name = paler, count = 7
Received data = , name = idpg435, count = 1
Received data = , name = jealousies, count = 1
Received data = , name = indicates, count = 3
Received data = , name = jealousy, count = 30
Received data = , name = indicationsbefore, count = 1
Received data = , name = indicative, count = 1
Received data = , name = indignant, count = 2
Received data = , name = vinegar, count = 1
Received data = , name = idpg439, count = 1
Received data = , name = indignation, count = 3
Received data = , name = rushing, count = 7
Received data = , name = idpg440, count = 1
Received data = , name = jeering, count = 3
Received data = , name = wolf, count = 3
Received data = , name = russians, count = 2
Received data = , name = idpg444, count = 1
Received data = , name = jerk, count = 3
Received data = , name = panted, count = 5
Received data = , name = virginal, count = 1
Received data = , name = pantings, count = 1
Received data = , name = idpg448, count = 1
Received data = , name = won, count = 10
Received data = , name = papaim, count = 1
Received data = , name = jestdisgrace, count = 1
Received data = , name = wondered, count = 19
Received data = , name = jesting, count = 7
Received data = , name = paper, count = 39
Received data = , name = vision, count = 3
Received data = , name = idpg453, count = 1
Received data = , name = indisposition, count = 3
Received data = , name = individu, count = 1
Received data = , name = individuals, count = 16
Received data = , name = sacking, count = 1
Received data = , name = visited, count = 5
Received data = , name = wont, count = 32
Received data = , name = induce, count = 5
Received data = , name = induced, count = 5
Received data = , name = indulge, count = 2
Received data = , name = indulged, count = 1
Received data = , name = idpg457, count = 1
Received data = , name = visitor, count = 8
Received data = , name = paralysis, count = 1
Received data = , name = wooden, count = 4
Received data = , name = sacrifices, count = 1
Received data = , name = paralyzed, count = 1
Received data = , name = idpg462, count = 1
Received data = , name = woodland, count = 4
Received data = , name = sad, count = 10
Received data = , name = parasites, count = 2
Received data = , name = idpg466, count = 1
Received data = , name = woods, count = 2
Received data = , name = jockeys, count = 1
Received data = , name = pardon, count = 18
Received data = , name = safety, count = 4
Received data = , name = pardonable, count = 1
Received data = , name = sage, count = 1
Received data = , name = jocosely, count = 2
Received data = , name = jocoseness, count = 1
Received data = , name = idpg471, count = 1
Received data = , name = volkovo, count = 3
Received data = , name = join, count = 10
Received data = , name = inefficiency, count = 1
Received data = , name = vols, count = 2
Received data = , name = inertia, count = 2
Received data = , name = sake, count = 36
Received data = , name = joinest, count = 2
Received data = , name = volume, count = 2
Received data = , name = inexplicable, count = 3
Received data = , name = parfen, count = 60
Received data = , name = idpg475, count = 1
Received data = , name = salary, count = 7
Received data = , name = joint, count = 2
Received data = , name = word, count = 77
Received data = , name = voluntary, count = 1
Received data = , name = volunteer, count = 2
Received data = , name = saloon, count = 5
Received data = , name = salt, count = 5
Received data = , name = idpg479, count = 1
Received data = , name = idpg480, count = 1
Received data = , name = jokes, count = 7
Received data = , name = parkso, count = 1
Received data = , name = jokethought, count = 1
Received data = , name = samovars, count = 2
Received data = , name = vortex, count = 2
Received data = , name = vow, count = 2
Received data = , name = idpg484, count = 1
Received data = , name = worked, count = 5
Received data = , name = sanity, count = 1
Received data = , name = voznesenky, count = 1
Received data = , name = idpg488, count = 1
Received data = , name = parted, count = 11
Received data = , name = infamies, count = 1
Received data = , name = infant, count = 5
Received data = , name = infantryall, count = 1
Received data = , name = infantwy, count = 2
Received data = , name = infinitesimal, count = 2
Received data = , name = particle, count = 1
Received data = , name = idpg493, count = 1
Received data = , name = sat, count = 105
Received data = , name = inflamed, count = 3
Received data = , name = waged, count = 1
Received data = , name = particularly, count = 22
Received data = , name = world, count = 67
Received data = , name = satire, count = 1
Received data = , name = wagging, count = 1
Received data = , name = satisfaction, count = 11
Received data = , name = journey, count = 24
Received data = , name = particularthat, count = 1
Received data = , name = idpg497, count = 1
Received data = , name = parties, count = 4
Received data = , name = satisfactory, count = 3
Received data = , name = jove, count = 1
Received data = , name = satisfied, count = 5
Received data = , name = waist, count = 2
Received data = , name = satshe, count = 1
Received data = , name = partly, count = 14
Received data = , name = worried, count = 1
Received data = , name = idpg503, count = 1
Received data = , name = worse, count = 23
Received data = , name = party, count = 41
Received data = , name = waiter, count = 3
Received data = , name = worship, count = 2
Received data = , name = idpg507, count = 1
Received data = , name = inflammable, count = 3
Received data = , name = wort, count = 1
Received data = , name = influences, count = 6
Received data = , name = jubilee, count = 3
Received data = , name = waitingroom, count = 2
Received data = , name = passage, count = 12
Received data = , name = worth, count = 9
Received data = , name = saving, count = 3
Received data = , name = informed, count = 37
Received data = , name = waits, count = 1
Received data = , name = wake, count = 8
Received data = , name = passed, count = 52
Received data = , name = ingratiate, count = 2
Received data = , name = waked, count = 3
Received data = , name = idpg512, count = 1
Received data = , name = judging, count = 7
Received data = , name = passenger, count = 4
Received data = , name = walked, count = 36
Received data = , name = passersby, count = 1
Received data = , name = idpg516, count = 1
Received data = , name = juicy, count = 4
Received data = , name = wall, count = 22
Received data = , name = says, count = 32
Received data = , name = july, count = 4
Received data = , name = wrangled, count = 1
Received data = , name = jump, count = 4
Received data = , name = passionately, count = 6
Received data = , name = passions, count = 2
Received data = , name = idpg521, count = 1
Received data = , name = wrappers, count = 1
Received data = , name = scaffolding, count = 1
Received data = , name = scale, count = 1
Received data = , name = passively, count = 1
Received data = , name = past, count = 29
Received data = , name = wreck, count = 2
Received data = , name = scamp, count = 1
Received data = , name = juncture, count = 1
Received data = , name = idpg525, count = 1
Received data = , name = ingratitude, count = 3
Received data = , name = scandalising, count = 1
Received data = , name = inhabited, count = 1
Received data = , name = wanting, count = 5
Received data = , name = inherited, count = 2
Received data = , name = inhuman, count = 2
Received data = , name = idpg529, count = 1
Received data = , name = iniquities, count = 1
Received data = , name = patent, count = 2
Received data = , name = idpg530, count = 1
Received data = , name = scanned, count = 4
Received data = , name = initiation, count = 2
Received data = , name = wrinkled, count = 2
Received data = , name = warding, count = 1
Received data = , name = idpg534, count = 1
Received data = , name = warfare, count = 1
Received data = , name = writing, count = 11
Received data = , name = pathetically, count = 1
Received data = , name = warmed, count = 2
Received data = , name = idpg538, count = 1
Received data = , name = scattering, count = 1
Received data = , name = justifying, count = 5
Received data = , name = warmly, count = 7
Received data = , name = patients, count = 1
Received data = , name = wrongs, count = 4
Received data = , name = warn, count = 1
Received data = , name = patriotism, count = 2
Received data = , name = idpg543, count = 1
Received data = , name = patron, count = 5
Received data = , name = wrought, count = 7
Received data = , name = kalinov, count = 1
Received data = , name = injunctions, count = 2
Received data = , name = injuriesand, count = 1
Received data = , name = injuriousshe, count = 1
Received data = , name = sceptical, count = 2
Received data = , name = warranties, count = 3
Received data = , name = patronize, count = 1
Received data = , name = idpg547, count = 1
Received data = , name = inkstand, count = 2
Received data = , name = wwwgutenbergorg, count = 3
Received data = , name = warranty, count = 2
Received data = , name = kamerovsky, count = 5
Received data = , name = inner, count = 26
Received data = , name = innkeepers, count = 3
Received data = , name = x, count = 2
Received data = , name = kammerjunker, count = 3
Received data = , name = washed, count = 2
Received data = , name = idpg552, count = 1
Received data = , name = school, count = 11
Received data = , name = karenin, count = 44
Received data = , name = waste, count = 6
Received data = , name = pavement, count = 6
Received data = , name = wasted, count = 5
Received data = , name = idpg556, count = 1
Received data = , name = xl, count = 2
Received data = , name = kareninas, count = 4
Received data = , name = watched, count = 9
Received data = , name = pavlicheff, count = 42
Received data = , name = pavlicheffpavlicheff, count = 1
Received data = , name = xvii, count = 2
Received data = , name = karr, count = 1
Received data = , name = xx, count = 2
Received data = , name = idpg561, count = 1
Received data = , name = kartasova, count = 4
Received data = , name = pavlovitch, count = 145
Received data = , name = score, count = 5
Received data = , name = innombrables, count = 2
Received data = , name = innovations, count = 3
Received data = , name = inns, count = 1
Received data = , name = scornful, count = 1
Received data = , name = idpg565, count = 1
Received data = , name = waving, count = 5
Received data = , name = inquires, count = 1
Received data = , name = katavasov, count = 72
Received data = , name = wayin, count = 1
Received data = , name = scoundrelly, count = 2
Received data = , name = inscrutable, count = 1
Received data = , name = ways, count = 6
Received data = , name = idpg569, count = 1
Received data = , name = we, count = 268
Received data = , name = paying, count = 6
Received data = , name = idpg570, count = 1
Received data = , name = xxvii, count = 2
Received data = , name = scowl, count = 2
Received data = , name = weak, count = 17
Received data = , name = xxx, count = 2
Received data = , name = katka, count = 1
Received data = , name = idpg574, count = 1
Received data = , name = scraps, count = 2
Received data = , name = idpg578, count = 1
Received data = , name = scrawl, count = 1
Received data = , name = wearisome, count = 2
Received data = , name = pearl, count = 1
Received data = , name = weary, count = 2
Received data = , name = screamed, count = 10
Received data = , name = weather, count = 4
Received data = , name = peasant, count = 6
Received data = , name = xxxvii, count = 2
Received data = , name = keenly, count = 6
Received data = , name = peasantselderly, count = 1
Received data = , name = idpg583, count = 1
Received data = , name = inside, count = 21
Received data = , name = yard, count = 6
Received data = , name = screen, count = 3
Received data = , name = keeper, count = 2
Received data = , name = insincere, count = 6
Received data = , name = insisting, count = 7
Received data = , name = insolent, count = 8
Received data = , name = week, count = 10
Received data = , name = keeps, count = 9
Received data = , name = idpg587, count = 1
Received data = , name = pedantic, count = 1
Received data = , name = kept, count = 99
Received data = , name = yearnings, count = 1
Received data = , name = weigh, count = 1
Received data = , name = years, count = 56
Received data = , name = kerchiefs, count = 1
Received data = , name = pedlar, count = 1
Received data = , name = idpg592, count = 1
Received data = , name = weight, count = 2
Received data = , name = yellow, count = 4
Received data = , name = peeping, count = 1
Received data = , name = yellowish, count = 2
Received data = , name = keys, count = 1
Received data = , name = welcome, count = 2
Received data = , name = peer, count = 1
Received data = , name = idpg596, count = 1
Received data = , name = kha, count = 2
Received data = , name = well, count = 207
Received data = , name = yeomanry, count = 2
Received data = , name = kicking, count = 1
Received data = , name = inspecting, count = 5
Received data = , name = inspection, count = 7
Received data = , name = yeomans, count = 1
Received data = , name = kid, count = 1
Received data = , name = instances, count = 3
Received data = , name = se, count = 1
Received data = , name = idpg602, count = 1
Received data = , name = instants, count = 1
Received data = , name = wellchosen, count = 1
Received data = , name = instead, count = 81
Received data = , name = penal, count = 1
Received data = , name = kill, count = 9
Received data = , name = instigator, count = 1
Received data = , name = instilled, count = 1
Received data = , name = instinct, count = 13
Received data = , name = instinctive, count = 3
Received data = , name = institutes, count = 1
Received data = , name = idpg606, count = 1
Received data = , name = yesto, count = 1
Received data = , name = penetrate, count = 3
Received data = , name = searching, count = 5
Received data = , name = penetrated, count = 1
Received data = , name = yetim, count = 1
Received data = , name = penknife, count = 1
Received data = , name = idpg611, count = 1
Received data = , name = seasons, count = 1
Received data = , name = kindliness, count = 3
Received data = , name = wellread, count = 2
Received data = , name = yews, count = 6
Received data = , name = yewtrees, count = 1
Received data = , name = pension, count = 1
Received data = , name = idpg615, count = 1
Received data = , name = wept, count = 3
Received data = , name = yewwalk, count = 1
Received data = , name = seats, count = 1
Received data = , name = wereno, count = 1
Received data = , name = kindsthough, count = 1
Received data = , name = idpg619, count = 1
Received data = , name = yielded, count = 3
Received data = , name = second, count = 55
Received data = , name = instructive, count = 3
Received data = , name = idpg620, count = 1
Received data = , name = instruments, count = 1
Received data = , name = yo, count = 5
Received data = , name = insubordination, count = 1
Received data = , name = secondary, count = 1
Received data = , name = wet, count = 15
Received data = , name = peoples, count = 9
Received data = , name = insufficiently, count = 2
Received data = , name = insulted, count = 8
Received data = , name = yoked, count = 1
Received data = , name = insurmountably, count = 1
Received data = , name = peoplethough, count = 1
Received data = , name = kings, count = 1
Received data = , name = idpg624, count = 1
Received data = , name = yorkshire, count = 1
Received data = , name = what, count = 667
Received data = , name = secondrate, count = 1
Received data = , name = kirillov, count = 2
Received data = , name = youand, count = 1
Received data = , name = kirillovitch, count = 5
Received data = , name = whatsoever, count = 2
Received data = , name = idpg628, count = 1
Received data = , name = kislovka, count = 1
Received data = , name = perceiving, count = 3
Received data = , name = youbut, count = 1
Received data = , name = secrettwo, count = 1
Received data = , name = whenever, count = 6
Received data = , name = idpg633, count = 1
Received data = , name = sections, count = 1
Received data = , name = wherever, count = 2
Received data = , name = youif, count = 2
Received data = , name = secttranslators, count = 1
Received data = , name = kissing, count = 33
Received data = , name = pere, count = 1
Received data = , name = youin, count = 1
Received data = , name = integrating, count = 1
Received data = , name = integration, count = 1
Received data = , name = intellect, count = 15
Received data = , name = securities, count = 1
Received data = , name = idpg637, count = 1
Received data = , name = intelligible, count = 4
Received data = , name = security, count = 4
Received data = , name = perfectionit, count = 1
Received data = , name = intending, count = 11
Received data = , name = intention, count = 39
Received data = , name = whims, count = 2
Received data = , name = kittys, count = 74
Received data = , name = youre, count = 39
Received data = , name = idpg642, count = 1
Received data = , name = whip, count = 1
Received data = , name = seductive, count = 2
Received data = , name = klopots, count = 1
Received data = , name = whirling, count = 1
Received data = , name = idpg646, count = 1
Received data = , name = whirlwind, count = 1
Received data = , name = knack, count = 1
Received data = , name = seek, count = 8
Received data = , name = performed, count = 2
Received data = , name = youve, count = 32
Received data = , name = whiskers, count = 7
Received data = , name = kneaded, count = 1
Received data = , name = idpg651, count = 1
Received data = , name = zeal, count = 2
Received data = , name = whispering, count = 6
Received data = , name = £300, count = 1
Received data = , name = interaction, count = 2
Received data = , name = seeming, count = 12
Received data = , name = whistle, count = 1
Received data = , name = idpg655, count = 1
Received data = , name = intercepting, count = 2
Received data = , name = interchange, count = 1
Received data = , name = perished, count = 1
Received data = , name = interesting, count = 33
Received data = , name = interfere, count = 8
Received data = , name = interfered, count = 2
Received data = , name = interior, count = 2
Received data = , name = sees, count = 10
Received data = , name = idpg659, count = 1
Received data = , name = whoever, count = 3
Received data = , name = knifebut, count = 1
Received data = , name = idpg660, count = 1
Received data = , name = seize, count = 2
Received data = , name = seized, count = 18
Received data = , name = wholehearted, count = 1
Received data = , name = knitting, count = 12
Received data = , name = knives, count = 1
Received data = , name = idpg664, count = 1
Received data = , name = why, count = 257
Received data = , name = selfconfidence, count = 3
Received data = , name = perpetrated, count = 2
Received data = , name = selfconfident, count = 1
Received data = , name = knocking, count = 5
Received data = , name = wickedness, count = 1
Received data = , name = idpg668, count = 1
Received data = , name = knot, count = 2
Received data = , name = selfimportance, count = 1
Received data = , name = selfinterest, count = 2
Received data = , name = widest, count = 2
Received data = , name = knowi, count = 1
Received data = , name = idpg673, count = 1
Received data = , name = intermittently, count = 1
Received data = , name = knowledge, count = 33
Received data = , name = international, count = 3
Received data = , name = interplay, count = 2
Received data = , name = wild, count = 12
Received data = , name = persecute, count = 1
Received data = , name = interpretation, count = 1
Received data = , name = interpreter, count = 13
Received data = , name = wilderness, count = 1
Received data = , name = interregnum, count = 1
Received data = , name = interrogatively, count = 2
Received data = , name = wildest, count = 1
Received data = , name = sell, count = 11
Received data = , name = idpg677, count = 1
Received data = , name = knowseryozha, count = 1
Received data = , name = wilfully, count = 1
Received data = , name = knowstay, count = 1
Received data = , name = wilfulness, count = 1
Received data = , name = will, count = 483
Received data = , name = knuckles, count = 1
Received data = , name = kolok, count = 1
Received data = , name = kolpensky, count = 2
Received data = , name = persisting, count = 1
Received data = , name = idpg682, count = 1
Received data = , name = semyonovas, count = 1
Received data = , name = semyonovitch, count = 24
Received data = , name = personage, count = 5
Received data = , name = kommt, count = 1
Received data = , name = kondraty, count = 1
Received data = , name = winding, count = 1
Received data = , name = personal, count = 27
Received data = , name = idpg686, count = 1
Received data = , name = window, count = 16
Received data = , name = konstantins, count = 1
Received data = , name = senate, count = 4
Received data = , name = kopecks, count = 4
Received data = , name = sending, count = 6
Received data = , name = korney, count = 13
Received data = , name = interspersed, count = 1
Received data = , name = perspicacity, count = 1
Received data = , name = idpg691, count = 1
Received data = , name = intervals, count = 10
Received data = , name = sensation, count = 28
Received data = , name = intervalstrata, count = 1
Received data = , name = intervene, count = 1
